cveID,dateAdded,vendorProject,product,cvss,epss,risk,exploit,ransomCampaign
CVE-2024-27198,2024-03-07,JetBrains,TeamCity,9.8,0.94579,Critical,Yes,Known
CVE-2023-48788,2024-03-25,Fortinet,FortiClient EMS,9.8,0.9416,Critical,Yes,Known
CVE-2021-44529,2024-03-25,Ivanti,Endpoint Manager Cloud Service Appliance (EPM CSA),9.8,0.94461,Critical,Yes,Unknown
CVE-2019-7256,2024-03-25,Nice,Linear eMerge E3-Series,9.8,0.94406,Critical,Yes,Unknown
CVE-2023-24955,2024-03-26,Microsoft,SharePoint Server,7.2,0.91677,High,Yes,Known
CVE-2024-29745,2024-04-04,Android,Pixel,5.5,0.00205,Medium,No,Unknown
CVE-2024-29748,2024-04-04,Android,Pixel,7.8,0.00358,Medium,No,Unknown
CVE-2024-3272,2024-04-11,D-Link,Multiple NAS Devices,9.8,0.94168,Critical,Yes,Unknown
CVE-2024-3273,2024-04-11,D-Link,Multiple NAS Devices,7.3,0.94396,High,Yes,Unknown
CVE-2024-3400,2024-04-12,Palo Alto Networks,PAN-OS,10.0,0.94297,Critical,Yes,Unknown
CVE-2022-38028,2024-04-23,Microsoft,Windows,7.8,0.05859,Medium,No,Unknown
CVE-2024-4040,2024-04-24,CrushFTP,CrushFTP,9.8,0.94426,Critical,Yes,Unknown
CVE-2024-20353,2024-04-24,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),8.6,0.19536,Medium,Yes,Unknown
CVE-2024-20359,2024-04-24,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),6.0,0.00179,Medium,Yes,Unknown
CVE-2024-29988,2024-04-30,Microsoft,SmartScreen Prompt,8.8,0.66838,High,Yes,Unknown
CVE-2023-7028,2024-05-01,GitLab,GitLab CE/EE,10.0,0.93604,Critical,Yes,Unknown
CVE-2024-4671,2024-05-13,Google,Chromium,9.6,0.00498,Medium,Yes,Unknown
CVE-2024-30040,2024-05-14,Microsoft,Windows,8.8,0.23487,Medium,No,Unknown
CVE-2024-30051,2024-05-14,Microsoft,DWM Core Library,7.8,0.56585,High,Yes,Unknown
CVE-2021-40655,2024-05-16,D-Link,DIR-605 Router,7.5,0.9287,High,No,Unknown
CVE-2014-100005,2024-05-16,D-Link,DIR-600 Router,8.8,0.35431,Medium,No,Unknown
CVE-2024-4761,2024-05-16,Google,Chromium Visuals,8.8,0.03682,Medium,Yes,Unknown
CVE-2024-4947,2024-05-20,Google,Chromium V8,9.6,0.01127,Medium,Yes,Unknown
CVE-2023-43208,2024-05-20,NextGen Healthcare,Mirth Connect,9.8,0.94416,Critical,Yes,Unknown
CVE-2020-17519,2024-05-23,Apache,Flink,7.5,0.94383,High,Yes,Unknown
CVE-2024-5274,2024-05-28,Google,Chromium V8,9.6,0.0731,Medium,Yes,Unknown
CVE-2024-4978,2024-05-29,Justice AV Solutions,Viewer ,8.4,0.14148,Medium,No,Unknown
CVE-2024-1086,2024-05-30,Linux,Kernel,7.8,0.84798,High,Yes,Unknown
CVE-2024-24919,2024-05-30,Check Point,Quantum Security Gateways,8.6,0.94342,High,Yes,Unknown
CVE-2017-3506,2024-06-03,Oracle,WebLogic Server,7.4,0.94393,High,Yes,Unknown
CVE-2024-4577,2024-06-12,PHP Group,PHP,9.8,0.94374,Critical,Yes,Known
CVE-2024-4610,2024-06-12,Arm,Mali GPU Kernel Driver,7.8,0.00482,Medium,No,Unknown
CVE-2024-26169,2024-06-13,Microsoft,Windows,7.8,0.34581,Medium,Yes,Known
CVE-2024-32896,2024-06-13,Android,Pixel,7.8,0.00132,Medium,No,Unknown
CVE-2024-4358,2024-06-13,Progress,Telerik Report Server,9.8,0.94344,Critical,Yes,Unknown
CVE-2022-24816,2024-06-26,OSGeo,JAI-EXT,10.0,0.93714,Critical,Yes,Unknown
CVE-2022-2586,2024-06-26,Linux,Kernel,5.3,0.02804,Medium,Yes,Unknown
CVE-2020-13965,2024-06-26,Roundcube,Webmail,6.1,0.82687,High,Yes,Unknown
CVE-2024-20399,2024-07-02,Cisco,NX-OS,6.0,0.00614,Medium,No,Unknown
CVE-2024-38112,2024-07-09,Microsoft,Windows,7.5,0.92823,High,Yes,Unknown
CVE-2024-23692,2024-07-09,Rejetto,HTTP File Server,9.8,0.94297,Critical,Yes,Unknown
CVE-2024-38080,2024-07-09,Microsoft,Windows ,7.8,0.20867,Medium,Yes,Unknown
CVE-2024-36401,2024-07-15,OSGeo,GeoServer,9.8,0.94425,Critical,Yes,Unknown
CVE-2024-28995,2024-07-17,SolarWinds,Serv-U,8.6,0.94354,High,Yes,Unknown
CVE-2024-34102,2024-07-17,Adobe,Commerce and Magento Open Source,9.8,0.94101,Critical,Yes,Unknown
CVE-2022-22948,2024-07-17,VMware,vCenter Server,6.5,0.2601,Medium,Yes,Unknown
CVE-2024-39891,2024-07-23,Twilio,Authy,5.3,0.23189,Medium,No,Unknown
CVE-2012-4792,2024-07-23,Microsoft,Internet Explorer,8.8,0.9183,High,Yes,Unknown
CVE-2023-45249,2024-07-29,Acronis,Cyber Infrastructure (ACI),9.8,0.93342,Critical,No,Unknown
CVE-2024-5217,2024-07-29,ServiceNow,"Utah, Vancouver, and Washington DC Now",9.8,0.94108,Critical,Yes,Unknown
CVE-2024-4879,2024-07-29,ServiceNow,"Utah, Vancouver, and Washington DC Now",9.8,0.94349,Critical,Yes,Unknown
CVE-2024-37085,2024-07-30,VMware,ESXi,6.8,0.71917,High,Yes,Known
CVE-2018-0824,2024-08-05,Microsoft,Windows,8.8,0.90636,High,Yes,Unknown
CVE-2024-36971,2024-08-07,Android,Kernel,7.8,0.005,Medium,Yes,Unknown
CVE-2024-32113,2024-08-07,Apache,OFBiz,9.8,0.93963,Critical,Yes,Unknown
CVE-2024-38107,2024-08-13,Microsoft,Windows,7.8,0.02757,Medium,No,Unknown
CVE-2024-38106,2024-08-13,Microsoft,Windows,7.0,0.00753,Medium,No,Unknown
CVE-2024-38178,2024-08-13,Microsoft,Windows,7.5,0.26348,Medium,No,Unknown
CVE-2024-38189,2024-08-13,Microsoft,Project,8.8,0.54672,High,Yes,Unknown
CVE-2024-38193,2024-08-13,Microsoft,Windows,7.8,0.74832,High,Yes,Unknown
CVE-2024-38213,2024-08-13,Microsoft,Windows,6.5,0.59323,High,No,Unknown
CVE-2024-28986,2024-08-15,SolarWinds,Web Help Desk,9.8,0.83236,High,No,Unknown
CVE-2024-23897,2024-08-19,Jenkins,Jenkins Command Line Interface (CLI),9.8,0.94466,Critical,Yes,Known
CVE-2022-0185,2024-08-21,Linux,Kernel,8.4,0.01019,Medium,Yes,Unknown
CVE-2021-33045,2024-08-21,Dahua,IP Camera Firmware,9.8,0.94171,Critical,Yes,Unknown
CVE-2021-31196,2024-08-21,Microsoft,Exchange Server,7.2,0.08139,Medium,Yes,Unknown
CVE-2021-33044,2024-08-21,Dahua,IP Camera Firmware,9.8,0.94269,Critical,Yes,Unknown
CVE-2024-39717,2024-08-23,Versa,Director,7.2,0.04642,Medium,Yes,Unknown
CVE-2024-7971,2024-08-26,Google,Chromium V8,9.6,0.0088,Medium,Yes,Unknown
CVE-2024-38856,2024-08-27,Apache,OFBiz,9.8,0.94375,Critical,Yes,Unknown
CVE-2024-7965,2024-08-28,Google,Chromium V8,8.8,0.27075,Medium,Yes,Unknown
CVE-2021-20124,2024-09-03,DrayTek,VigorConnect,7.5,0.94059,High,No,Unknown
CVE-2021-20123,2024-09-03,DrayTek,VigorConnect,7.5,0.93989,High,No,Unknown
CVE-2024-7262,2024-09-03,Kingsoft,WPS Office,7.8,0.17276,Medium,No,Unknown
CVE-2017-1000253,2024-09-09,Linux,Kernel,7.8,0.57207,High,Yes,Known
CVE-2016-3714,2024-09-09,ImageMagick,ImageMagick,8.4,0.93749,High,Yes,Unknown
CVE-2024-40766,2024-09-09,SonicWall,SonicOS,9.8,0.07043,Medium,No,Known
CVE-2024-38014,2024-09-10,Microsoft,Windows,7.8,0.12828,Medium,No,Unknown
CVE-2024-38226,2024-09-10,Microsoft,Publisher,7.3,0.01432,Medium,No,Unknown
CVE-2024-38217,2024-09-10,Microsoft,Windows,5.4,0.13571,Medium,No,Unknown
CVE-2024-8190,2024-09-13,Ivanti,Cloud Services Appliance,7.2,0.91935,High,Yes,Unknown
CVE-2024-6670,2024-09-16,Progress,WhatsUp Gold,9.8,0.94468,Critical,Yes,Known
CVE-2024-43461,2024-09-16,Microsoft,Windows,8.8,0.14269,Medium,No,Unknown
CVE-2013-0643,2024-09-17,Adobe,Flash Player,8.8,0.57879,High,No,Unknown
CVE-2013-0648,2024-09-17,Adobe,Flash Player,8.8,0.54669,High,No,Unknown
CVE-2014-0502,2024-09-17,Adobe,Flash Player,8.8,0.88953,High,No,Unknown
CVE-2014-0497,2024-09-17,Adobe,Flash Player,9.8,0.93303,Critical,Yes,Unknown
CVE-2020-0618,2024-09-18,Microsoft,SQL Server,8.8,0.94252,High,Yes,Unknown
CVE-2024-27348,2024-09-18,Apache,HugeGraph-Server,9.8,0.94344,Critical,Yes,Unknown
CVE-2022-21445,2024-09-18,Oracle,ADF Faces,9.8,0.92027,Critical,Yes,Unknown
CVE-2020-14644,2024-09-18,Oracle,WebLogic Server,9.8,0.9364,Critical,Yes,Unknown
CVE-2024-8963,2024-09-19,Ivanti,Cloud Services Appliance (CSA),9.4,0.94225,Critical,Yes,Unknown
CVE-2024-7593,2024-09-24,Ivanti,Virtual Traffic Manager,9.8,0.94436,Critical,Yes,Unknown
CVE-2020-15415,2024-09-30,DrayTek,Multiple Vigor Routers,9.8,0.93115,Critical,No,Unknown
CVE-2023-25280,2024-09-30,D-Link,DIR-820 Router,9.8,0.92752,Critical,No,Unknown
CVE-2019-0344,2024-09-30,SAP,Commerce Cloud,9.8,0.40616,Medium,No,Unknown
CVE-2024-29824,2024-10-02,Ivanti,Endpoint Manager (EPM),8.8,0.94025,High,Yes,Unknown
CVE-2024-45519,2024-10-03,Synacor,Zimbra Collaboration,10.0,0.9414,Critical,Yes,Unknown
CVE-2024-43573,2024-10-08,Microsoft,Windows,6.5,0.18555,Medium,No,Unknown
CVE-2024-43572,2024-10-08,Microsoft,Windows,7.8,0.44256,Medium,No,Unknown
CVE-2024-43047,2024-10-08,Qualcomm,Multiple Chipsets ,7.8,0.01747,Medium,No,Unknown
CVE-2024-9380,2024-10-09,Ivanti,Cloud Services Appliance (CSA),7.2,0.88144,High,No,Unknown
CVE-2024-23113,2024-10-09,Fortinet,Multiple Products,9.8,0.51233,High,Yes,Unknown
CVE-2024-9379,2024-10-09,Ivanti,Cloud Services Appliance (CSA),6.5,0.817,High,No,Unknown
CVE-2024-30088,2024-10-15,Microsoft,Windows ,7.0,0.86251,High,Yes,Unknown
CVE-2024-28987,2024-10-15,SolarWinds,Web Help Desk,9.1,0.9429,Critical,Yes,Unknown
CVE-2024-9680,2024-10-15,Mozilla,Firefox,9.8,0.24625,Medium,Yes,Unknown
CVE-2024-40711,2024-10-17,Veeam,Backup & Replication,9.8,0.66734,High,Yes,Known
CVE-2024-9537,2024-10-21,ScienceLogic,SL1,9.8,0.64398,High,No,Unknown
CVE-2024-38094,2024-10-22,Microsoft,SharePoint,7.2,0.69593,High,No,Unknown
CVE-2024-47575,2024-10-23,Fortinet,FortiManager,9.8,0.93846,Critical,Yes,Unknown
CVE-2024-20481,2024-10-24,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),5.8,0.11122,Medium,No,Unknown
CVE-2024-37383,2024-10-24,Roundcube,Webmail,6.1,0.66361,High,Yes,Unknown
CVE-2024-8956,2024-11-04,PTZOptics,PT30X-SDI/NDI Cameras,9.1,0.82393,High,No,Unknown
CVE-2024-8957,2024-11-04,PTZOptics,PT30X-SDI/NDI Cameras,7.2,0.55516,High,No,Unknown
CVE-2024-51567,2024-11-07,CyberPersons,CyberPanel,10.0,0.9431,Critical,Yes,Unknown
CVE-2019-16278,2024-11-07,Nostromo,nhttpd,9.8,0.94393,Critical,Yes,Unknown
CVE-2024-43093,2024-11-07,Android,Framework,7.8,0.00115,Medium,No,Unknown
CVE-2024-5910,2024-11-07,Palo Alto Networks,Expedition,9.8,0.91029,Critical,Yes,Unknown
CVE-2021-26086,2024-11-12,Atlassian,Jira Server and Data Center,5.3,0.94189,High,Yes,Unknown
CVE-2024-43451,2024-11-12,Microsoft,Windows,6.5,0.89928,High,Yes,Unknown
CVE-2014-2120,2024-11-12,Cisco,Adaptive Security Appliance (ASA),6.1,0.69042,High,No,Unknown
CVE-2021-41277,2024-11-12,Metabase,Metabase,10.0,0.94349,Critical,Yes,Unknown
CVE-2024-49039,2024-11-12,Microsoft,Windows,8.8,0.62667,High,Yes,Unknown
CVE-2024-9465,2024-11-14,Palo Alto Networks,Expedition,9.1,0.94286,Critical,Yes,Unknown
CVE-2024-9463,2024-11-14,Palo Alto Networks,Expedition,7.5,0.94199,High,Yes,Unknown
CVE-2024-9474,2024-11-18,Palo Alto Networks,PAN-OS,7.2,0.94184,High,Yes,Unknown
CVE-2024-0012,2024-11-18,Palo Alto Networks,PAN-OS,9.8,0.943,Critical,Yes,Unknown
CVE-2024-1212,2024-11-18,Progress,Kemp LoadMaster,10.0,0.94313,Critical,Yes,Unknown
CVE-2024-38813,2024-11-20,VMware,vCenter Server,7.5,0.29526,Medium,No,Unknown
CVE-2024-38812,2024-11-20,VMware,vCenter Server,9.8,0.79504,High,No,Unknown
CVE-2024-21287,2024-11-21,Oracle,Agile Product Lifecycle Management (PLM),7.5,0.69826,High,No,Unknown
CVE-2024-44308,2024-11-21,Apple,Multiple Products,8.8,0.01857,Medium,Yes,Unknown
CVE-2024-44309,2024-11-21,Apple,Multiple Products,6.1,0.00581,Medium,No,Unknown
CVE-2023-28461,2024-11-25,Array Networks ,AG/vxAG ArrayOS,9.8,0.87179,High,No,Known
CVE-2024-11680,2024-12-03,ProjectSend,ProjectSend,9.8,0.9349,Critical,Yes,Unknown
CVE-2024-11667,2024-12-03,Zyxel,Multiple Firewalls,7.5,0.34189,Medium,No,Known
CVE-2023-45727,2024-12-03,North Grid,Proself,7.5,0.21047,Medium,No,Unknown
CVE-2024-51378,2024-12-04,CyberPersons,CyberPanel,10.0,0.93851,Critical,Yes,Known
CVE-2024-49138,2024-12-10,Microsoft,Windows,7.8,0.85681,High,Yes,Unknown
CVE-2024-50623,2024-12-13,Cleo,Multiple Products,9.8,0.94011,Critical,Yes,Known
CVE-2024-20767,2024-12-16,Adobe,ColdFusion,7.4,0.94117,High,Yes,Unknown
CVE-2024-35250,2024-12-16,Microsoft,Windows,7.8,0.55506,High,Yes,Unknown
CVE-2024-55956,2024-12-17,Cleo,Multiple Products,9.8,0.9122,Critical,No,Known
CVE-2018-14933,2024-12-18,NUUO,NVRmini Devices,9.8,0.93874,Critical,Yes,Unknown
CVE-2019-11001,2024-12-18,Reolink,Multiple IP Cameras,7.2,0.33815,Medium,No,Unknown
CVE-2021-40407,2024-12-18,Reolink,RLC-410W IP Camera,9.8,0.32575,Medium,No,Unknown
CVE-2022-23227,2024-12-18,NUUO,NVRmini2 Devices,9.8,0.46611,Medium,No,Unknown
CVE-2024-12356,2024-12-19,BeyondTrust,Privileged Remote Access (PRA) and Remote Support (RS) ,9.8,0.93778,Critical,No,Unknown
CVE-2021-44207,2024-12-23,Acclaim Systems,USAHERDS,8.1,0.08924,Medium,No,Unknown
CVE-2024-3393,2024-12-30,Palo Alto Networks,PAN-OS,7.5,0.66594,High,Yes,Unknown
CVE-2020-2883,2025-01-07,Oracle,WebLogic Server,9.8,0.94357,Critical,Yes,Unknown
CVE-2024-55550,2025-01-07,Mitel,MiCollab,2.7,0.13141,Low,No,Unknown
CVE-2024-41713,2025-01-07,Mitel,MiCollab,9.1,0.9414,Critical,Yes,Unknown
CVE-2025-0282,2025-01-08,Ivanti,"Connect Secure, Policy Secure, and ZTA Gateways",9.0,0.94105,Critical,Yes,Unknown
CVE-2023-48365,2025-01-13,Qlik,Sense,9.6,0.53803,High,No,Unknown
CVE-2024-12686,2025-01-13,BeyondTrust,Privileged Remote Access (PRA) and Remote Support (RS),6.6,0.36995,Medium,No,Unknown
CVE-2025-21335,2025-01-14,Microsoft,Windows,7.8,0.05487,Medium,No,Unknown
CVE-2025-21334,2025-01-14,Microsoft,Windows,7.8,0.04131,Medium,No,Unknown
CVE-2024-55591,2025-01-14,Fortinet,FortiOS and FortiProxy,9.8,0.94114,Critical,Yes,Unknown
CVE-2025-21333,2025-01-14,Microsoft,Windows,7.8,0.76795,High,Yes,Unknown
CVE-2024-50603,2025-01-16,Aviatrix,Controllers,10.0,0.94352,Critical,Yes,Unknown
CVE-2020-11023,2025-01-23,JQuery,JQuery,6.9,0.32295,Medium,Yes,Unknown
CVE-2025-23006,2025-01-24,SonicWall,SMA1000 Appliances,9.8,0.28602,Medium,No,Unknown
CVE-2025-24085,2025-01-29,Apple,Multiple Products,7.8,0.28136,Medium,Yes,Unknown
CVE-2024-29059,2025-02-04,Microsoft,.NET Framework,7.5,0.93859,High,Yes,Unknown
CVE-2024-45195,2025-02-04,Apache,OFBiz,7.5,0.94148,High,Yes,Unknown
CVE-2018-9276,2025-02-04,Paessler,PRTG Network Monitor,7.2,0.81539,High,Yes,Unknown
CVE-2018-19410,2025-02-04,Paessler,PRTG Network Monitor,9.8,0.91753,Critical,Yes,Unknown
CVE-2024-53104,2025-02-05,Linux,Kernel,7.8,0.10125,Medium,No,Unknown
CVE-2022-23748,2025-02-06,Audinate,Dante Discovery,7.8,0.11737,Medium,No,Unknown
CVE-2025-0411,2025-02-06,7-Zip,7-Zip,7.0,0.32631,Medium,Yes,Unknown
CVE-2024-21413,2025-02-06,Microsoft,Office Outlook,9.8,0.93407,Critical,Yes,Unknown
CVE-2020-29574,2025-02-06,Sophos,CyberoamOS,9.8,0.08409,Medium,No,Unknown
CVE-2020-15069,2025-02-06,Sophos,XG Firewall,9.8,0.82581,High,No,Unknown
CVE-2025-0994,2025-02-07,Trimble,Cityworks,8.6,0.77795,High,Yes,Unknown
CVE-2025-21418,2025-02-11,Microsoft,Windows,7.8,0.08432,Medium,No,Unknown
CVE-2024-40890,2025-02-11,Zyxel,DSL CPE Devices,8.8,0.13039,Medium,No,Unknown
CVE-2024-40891,2025-02-11,Zyxel,DSL CPE Devices,8.8,0.39299,Medium,No,Unknown
CVE-2025-21391,2025-02-11,Microsoft,Windows,7.1,0.02179,Medium,No,Unknown
CVE-2025-24200,2025-02-12,Apple,iOS and iPadOS,6.1,0.4149,Medium,Yes,Unknown
CVE-2024-41710,2025-02-12,Mitel,SIP Phones,7.2,0.21138,Medium,No,Unknown
CVE-2024-57727,2025-02-13,SimpleHelp ,SimpleHelp,7.5,0.93845,High,Yes,Unknown
CVE-2024-53704,2025-02-18,SonicWall,SonicOS,8.2,0.93819,High,Yes,Unknown
CVE-2025-0108,2025-02-18,Palo Alto,PAN-OS,8.8,0.94007,High,Yes,Unknown
CVE-2025-0111,2025-02-20,Palo Alto Networks,PAN-OS,7.1,0.02485,Medium,No,Unknown
CVE-2025-23209,2025-02-20,Craft CMS,Craft CMS,8.0,0.04664,Medium,No,Unknown
CVE-2025-24989,2025-02-21,Microsoft,Power Pages,8.2,0.25708,Medium,No,Unknown
CVE-2017-3066,2025-02-24,Adobe,ColdFusion,9.8,0.93362,Critical,Yes,Unknown
CVE-2024-20953,2025-02-24,Oracle,Agile Product Lifecycle Management (PLM),8.8,0.69038,High,No,Unknown
CVE-2024-49035,2025-02-25,Microsoft,Partner Center,8.7,0.06163,Medium,No,Unknown
CVE-2023-34192,2025-02-25,Synacor,Zimbra Collaboration Suite (ZCS),9.0,0.89435,High,No,Unknown
CVE-2023-20118,2025-03-03,Cisco,Small Business RV Series Routers,6.5,0.03364,Medium,No,Unknown
CVE-2022-43769,2025-03-03,Hitachi Vantara,Pentaho Business Analytics (BA) Server,8.8,0.93976,High,Yes,Unknown
CVE-2022-43939,2025-03-03,Hitachi Vantara,Pentaho Business Analytics (BA) Server,8.6,0.93789,High,Yes,Unknown
CVE-2024-4885,2025-03-03,Progress,WhatsUp Gold,9.8,0.9426,Critical,Yes,Unknown
CVE-2018-8639,2025-03-03,Microsoft,Windows,7.8,0.34953,Medium,Yes,Unknown
CVE-2024-50302,2025-03-04,Linux,Kernel,5.5,0.01435,Medium,No,Unknown
CVE-2025-22224,2025-03-04,VMware,ESXi and Workstation,9.3,0.5774,High,Yes,Unknown
CVE-2025-22225,2025-03-04,VMware,ESXi,8.2,0.06152,Medium,No,Unknown
CVE-2025-22226,2025-03-04,VMware,"ESXi, Workstation, and Fusion",7.1,0.04107,Medium,No,Unknown
CVE-2024-13161,2025-03-10,Ivanti,Endpoint Manager (EPM),9.8,0.9131,Critical,No,Unknown
CVE-2024-13159,2025-03-10,Ivanti,Endpoint Manager (EPM),9.8,0.94138,Critical,Yes,Unknown
CVE-2024-13160,2025-03-10,Ivanti,Endpoint Manager (EPM),9.8,0.92818,Critical,No,Unknown
CVE-2024-57968,2025-03-10,Advantive,VeraCore,9.9,0.25135,Medium,No,Unknown
CVE-2025-25181,2025-03-10,Advantive,VeraCore,5.8,0.79712,High,No,Unknown
CVE-2025-26633,2025-03-11,Microsoft,Windows,7.0,0.08063,Medium,Yes,Unknown
CVE-2025-24993,2025-03-11,Microsoft,Windows,7.8,0.01091,Medium,No,Unknown
CVE-2025-24985,2025-03-11,Microsoft,Windows,7.8,0.00968,Medium,Yes,Unknown
CVE-2025-24984,2025-03-11,Microsoft,Windows,4.6,0.04971,Low,No,Unknown
CVE-2025-24991,2025-03-11,Microsoft,Windows,5.5,0.00711,Medium,No,Unknown
CVE-2025-24983,2025-03-11,Microsoft,Windows,7.0,0.00665,Medium,No,Unknown
CVE-2025-24201,2025-03-13,Apple,Multiple Products,8.8,0.00084,Medium,Yes,Unknown
CVE-2025-21590,2025-03-13,Juniper,Junos OS,6.7,0.02738,Medium,No,Unknown
CVE-2025-30066,2025-03-18,tj-actions,changed-files GitHub Action,8.6,0.90878,High,Yes,Unknown
CVE-2025-24472,2025-03-18,Fortinet,FortiOS and FortiProxy,8.1,0.04369,Medium,No,Known
CVE-2025-1316,2025-03-19,Edimax,IC-7100 IP Camera,9.3,0.84082,High,No,Unknown
CVE-2024-48248,2025-03-19,NAKIVO,Backup and Replication,8.6,0.93973,High,Yes,Unknown
CVE-2017-12637,2025-03-19,SAP,NetWeaver,7.5,0.93219,High,Yes,Unknown
CVE-2025-30154,2025-03-24,reviewdog,action-setup GitHub Action,8.6,0.17943,Medium,No,Unknown
CVE-2019-9874,2025-03-26,Sitecore,CMS and Experience Platform (XP),9.8,0.78933,High,No,Unknown
CVE-2019-9875,2025-03-26,Sitecore,CMS and Experience Platform (XP),8.8,0.24766,Medium,No,Unknown
CVE-2025-2783,2025-03-27,Google,Chromium Mojo,8.3,0.38105,Medium,Yes,Unknown
CVE-2024-20439,2025-03-31,Cisco,Smart Licensing Utility,9.8,0.86315,High,No,Unknown
CVE-2025-24813,2025-04-01,Apache,Tomcat,9.8,0.94183,Critical,Yes,Unknown
CVE-2025-22457,2025-04-04,Ivanti,"Connect Secure, Policy Secure and ZTA Gateways",9.0,0.55523,High,Yes,Unknown
CVE-2025-31161,2025-04-07,CrushFTP,CrushFTP,9.8,0.87967,High,Yes,Unknown
CVE-2025-29824,2025-04-08,Microsoft,Windows,7.8,0.00829,Medium,Yes,Unknown
CVE-2025-30406,2025-04-08,Gladinet,CentreStack,9.0,0.88611,High,Yes,Unknown
CVE-2024-53197,2025-04-09,Linux,Kernel,7.8,0.01831,Medium,No,Unknown
CVE-2024-53150,2025-04-09,Linux,Kernel,7.1,0.01865,Medium,No,Unknown
CVE-2021-20035,2025-04-16,SonicWall,SMA100 Appliances,6.5,0.04544,Medium,No,Unknown
CVE-2025-31200,2025-04-17,Apple,Multiple Products,7.5,0.01731,Medium,Yes,Unknown
CVE-2025-31201,2025-04-17,Apple,Multiple Products,6.8,0.04376,Medium,Yes,Unknown
CVE-2025-24054,2025-04-17,Microsoft,Windows,6.5,0.10789,Medium,Yes,Unknown
CVE-2025-1976,2025-04-28,Broadcom,Brocade Fabric OS,8.6,0.00798,Medium,No,Unknown
CVE-2025-3928,2025-04-28,Commvault,Web Server,8.7,0.16826,Medium,Yes,Unknown
CVE-2025-42599,2025-04-28,Qualitia,Active! Mail,9.8,0.08014,Medium,Yes,Unknown
CVE-2025-31324,2025-04-29,SAP,NetWeaver,10.0,0.33314,Medium,Yes,Unknown
CVE-2023-44221,2025-05-01,SonicWall,SMA100 Appliances,7.2,0.2174,Medium,No,Unknown
CVE-2024-38475,2025-05-01,Apache,HTTP Server,9.1,0.93779,Critical,Yes,Unknown
CVE-2024-58136,2025-05-02,Yiiframework,Yii,9.0,0.62133,High,No,Unknown
CVE-2025-34028,2025-05-02,Commvault,Command Center,10.0,0.45091,Medium,Yes,Unknown
CVE-2025-3248,2025-05-05,Langflow,Langflow,9.8,0.91417,Critical,Yes,Unknown
CVE-2025-27363,2025-05-06,FreeType,FreeType,8.1,0.76675,High,Yes,Unknown
CVE-2024-11120,2025-05-07,GeoVision,Multiple Devices,9.8,0.66138,High,No,Unknown
CVE-2024-6047,2025-05-07,GeoVision,Multiple Devices,9.8,0.72966,High,No,Unknown
CVE-2025-47729,2025-05-12,TeleMessage,TM SGNL,1.9,0.02497,Low,No,Unknown
CVE-2025-30397,2025-05-13,Microsoft,Windows,7.5,0.21265,Medium,Yes,Unknown
CVE-2025-32701,2025-05-13,Microsoft,Windows,7.8,0.01544,Medium,No,Unknown
CVE-2025-30400,2025-05-13,Microsoft,Windows,7.8,0.01126,Medium,Yes,Unknown
CVE-2025-32709,2025-05-13,Microsoft,Windows,7.8,0.00839,Medium,Yes,Unknown
CVE-2025-32706,2025-05-13,Microsoft,Windows,7.8,0.013,Medium,No,Unknown
CVE-2025-32756,2025-05-14,Fortinet,Multiple Products,9.8,0.33121,Medium,Yes,Unknown
CVE-2025-4664,2025-05-15,Google,Chromium,4.3,0.00017,Low,Yes,Unknown
CVE-2024-12987,2025-05-15,DrayTek,Vigor Routers,6.9,0.81091,High,No,Unknown
CVE-2025-42999,2025-05-15,SAP,NetWeaver,9.1,0.65707,High,Yes,Unknown
CVE-2025-4427,2025-05-19,Ivanti,Endpoint Manager Mobile (EPMM),5.3,0.91401,High,Yes,Unknown
CVE-2024-27443,2025-05-19,Synacor,Zimbra Collaboration Suite (ZCS),6.1,0.32434,Medium,No,Unknown
CVE-2023-38950,2025-05-19,ZKTeco,BioTime,7.5,0.80791,High,No,Unknown
CVE-2024-11182,2025-05-19,MDaemon,Email Server,5.3,0.12925,Medium,No,Unknown
CVE-2025-27920,2025-05-19,Srimax,Output Messenger,7.2,0.46075,Medium,No,Unknown
CVE-2025-4428,2025-05-19,Ivanti,Endpoint Manager Mobile (EPMM),7.2,0.51941,High,Yes,Unknown
CVE-2025-4632,2025-05-22,Samsung,MagicINFO 9 Server,9.8,0.42679,Medium,Yes,Unknown
CVE-2025-35939,2025-06-02,Craft CMS,Craft CMS,6.9,0.20814,Medium,No,Unknown
CVE-2023-39780,2025-06-02,ASUS,RT-AX55 Routers,8.8,0.42656,Medium,No,Unknown
CVE-2025-3935,2025-06-02,ConnectWise,ScreenConnect,8.1,0.12304,Medium,No,Unknown
CVE-2024-56145,2025-06-02,Craft CMS,Craft CMS,9.3,0.93776,Critical,Yes,Unknown
CVE-2021-32030,2025-06-02,ASUS,Routers,9.8,0.94215,Critical,No,Unknown
CVE-2025-21480,2025-06-03,Qualcomm,Multiple Chipsets,8.6,0.01176,Medium,No,Unknown
CVE-2025-21479,2025-06-03,Qualcomm,Multiple Chipsets,8.6,0.00074,Medium,Yes,Unknown
