domain,MX_found,SPF,SPF_valid,SPF_secure,DMARC,DMARC_valid,DMARC_secure,DKIM,DKIM_selector,DKIM_valid,DNSSEC_signed
arquivonacional.gov.br,True,v=spf1 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=reject; rua=mailto:coinf@gestao.an.gov.br; fo=1,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAnccXRizcxhml2LbSmMlV8TtsYsX9ibg/Ur9zyqDxQKAdVd4fkcPxbhyQCXRjrY1Fx0ryByWER0W10wIrL2HrCNPn9dBhiZ0JvXJD5QOrjCWrQ0C8/HqLswSrd3xqJkYmCuiJx1QuXO4M+ZpK1VjejagxQtodgeQU9A82hz3j28NBOYaLSqEkSyEEv1tbin4G4"" ""E++e0eKh99PBGyrsDxuM4hyr0HlbZ0uHxTS0Tv3xnEZLHirDp33rPyYd4T/z46nGc2Ww3S+huLavKH36SDmt+WcdHTeKkaYyVaoJ2zEcKLWjS3b1+vIywXemLKW+eW1ZIrCyqeXcJn80xND0FiJKQIDAQAB;",selector1,True,False
artesanatobrasileiro.gov.br,False,,False,False,,False,False,,,False,False
auxiliobrasil.gov.br,False,,False,False,,False,False,,,False,False
avancabrasil.gov.br,False,,False,False,,False,False,,,False,False
avancar.gov.br,False,,False,False,,False,False,,,False,False
avancarparcerias.gov.br,False,,False,False,,False,False,,,False,False
avasus.gov.br,True,v=spf1 include:spf.protection.outlook.com -all,True,True,,False,False,,,False,False
avisabr.gov.br,False,,False,False,,False,False,,,False,False
avozdobrasil.gov.br,True,v=spf1 a mx ptr ip4:201.57.198.47/32 ip4:201.57.198.72/32 ip4:189.9.0.12/32 -all,True,True,,False,False,,,False,False
ba.gov.br,True,v=spf1 ip4:200.187.0.0/18 ip4:200.223.114.0/24 ip4:200.223.122.0/24 ip4:200.223.118.0/24 ip4:200.223.117.0/24 ip4:201.18.167.0/24 ip4:201.18.227.0/24 ip4:201.38.125.0/24 include:spf.protection.outlook.com -all include:_spf.psm.knowbe4.com ~all,True,True,,False,False,,,False,True
bacen.gov.br,False,,False,False,,False,False,,,False,False
badesc.gov.br,True,v=spf1 a:email.badesc.gov.br a:mail.badesc.gov.br ip4:8.243.156.21/32 ip4:8.243.156.22/32 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=quarantine; rua=mailto:suporte@badesc.gov.br; ruf=mailto:suporte@badesc.gov.br; rf=afrf; sp=none; fo=1; adkim=r; aspf=r,True,True,"v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCnjl+JLoWULmy3nwSSVF0/tl/uDhxkh3+agVYYR5zihPNMvORSfGbILH8pDWdC4Ul+4T5y9objs7eVKgPgZ5ZwTOJFo1v5LE4SuVV7/R8znzqT/F1olJu/irzezpPNwjQgsJzlGSj6KGk06e8qHiGaTVpiyC97DIywun0fLkE48wIDAQAB; n=1024,1484127220,1"" ""499765620",selector1,True,True
bancocentral.gov.br,False,,False,False,,False,False,,,False,False
bancodeconteudos.gov.br,False,,False,False,,False,False,,,False,False
bancodeoportunidades.gov.br,False,,False,False,,False,False,,,False,False
bancodonordeste.gov.br,True,,False,False,,False,False,,,False,False
banconordeste.gov.br,False,,False,False,,False,False,,,False,False
bc.gov.br,False,,False,False,,False,False,,,False,False
bcb.gov.br,True,v=spf1 mx a ip4:200.218.209.0/24 ip4:200.218.208.0/24 include:spf.protection.outlook.com -all,True,True,"v=DMARC1; p=quarantine; sp=quarantine; rua=mailto:abuse@bcb.gov.br,mailto:rua@dmarc.brevo.com; ruf=mailto:abuse@bcb.gov.br; fo=d; rf=afrf; pct=100; ri=86400; aspf=r",True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCRNNwkysl9vkvVDrSxQyUpQuABHKZlNFfJvq5o/+bF1iWbocsvD8Ey0x6266M+Glj3T8SlmuLcOHe+5Vn2FOTk3AE0jN3icAHJUagyotkf7asN10Dg7YfuOBzgpeoPhlxKXHUu4lq2mUBeC6fKTSjUou3c7JK0Vj5O48fVVcLT0wIDAQAB;,selector1,True,False
bcc.gov.br,False,,False,False,,False,False,,,False,False
bdjur.gov.br,False,,False,False,,False,False,,,False,False
belomonte.gov.br,False,,False,False,,False,False,,,False,False
bid2002brasil.gov.br,False,,False,False,,False,False,,,False,False
biodiversidade.gov.br,True,,False,False,,False,False,,,False,False
bioform.gov.br,False,,False,False,,False,False,,,False,False
bn.gov.br,True,v=spf1 ip4:200.9.175.4/32 ip4:177.223.196.212/32 mx include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@bn.gov.br; ruf=mailto:dmarc@bn.gov.br,True,True,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDdOY7npJtU+ljABEwprTwJPOEank0gy/qikl4bY9RPjCSAfVGjsanD5XsjsP2hcY2l2ZemzaDDMYMI7/g0B6BTr8SJOMRlgt+QBzL3n4VO1Wt+foKrRXk3HU37XeNIVyMTXbECrQ/XZveozhUUsPfE0HOpd+1GU0EBvOIkhMZW3wIDAQAB,default,True,True
bnb.gov.br,True,v=spf1 ip4:198.17.120.0/23 a:edge.bnb.gov.br include:spf.protection.outlook.com include:mailcontrol.com -all,True,True,v=DMARC1; p=quarantine; rua=mailto:rua-report@bnb.gov.br; ruf=mailto:ruf-report@bnb.gov.br; pct=100; adkim=s; aspf=s; fo=1,True,True,"v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCyeYP98mSYs8T3MZT1adUYhELJmryNKSFiNoCxJ1WQX0a6/TAClEMDu/Y04vsHY6SYqYbleiJKcnrOOkrMyIIUJ62xUlyA0W0mCn8XCvRqH6JBf2BAZzekq6E5xlfHXrwIJIa4IEgiKAhO1HY2cdL1+YAMw2Au9o5BaiDkSznA4wIDAQAB; n=1024,1487344471,1"" ""502982871",selector1,True,False
bnde.gov.br,False,,False,False,,False,False,,,False,False
bndes.gov.br,True,"v=spf1 ip4:200.225.101.48 ip4:200.225.103.49 ip4:200.225.103.48 ip4:200.225.101.49 ip4:200.225.102.48 ip4:200.225.102.49 ip4:200.225.100.48 ip4:200.225.100.49 ip4:200.225.101.71 ip4:200.225.103.71 "" "" ip4:200.225.102.72 ip4:200.225.102.73 ip4:200.225.102.44 ip4:200.225.100.72 ip4:200.225.100.73 ip4:200.225.100.44 ip4:200.225.103.72  ip4:200.225.103.73 ip4:200.225.103.44 "" "" ip4:200.225.101.72  ip4:200.225.101.73 ip4:200.225.101.44 include:spf.protection.outlook.com -all",True,True,v=DMARC1; p=reject; rua=mailto:dmarc-noreply@bndes.gov.br; ruf=mailto:abuse@bndes.gov.br; fo=1,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyVLPfG+niABbZYUnwHj7a1sWqvDgv1Eyp/Aa5dps9ywUV5mVgDFf8wP2MtkGuKW5e+85cjhFf0za1Vuen4kd6Ao8iLUgFoIOKWp2SePJ/sVVguPhAE4bt860VSnhZaRna2rsEfyR/Yw9KdKlt8KWUQMjz4kg0/52T9PUxp1wRB73NBYFujyN8/5O924ANrNpA"" ""x8MZ1YOTUuUkwDvkZ0yND9GA4rNbV82NwURqWzwrPZ0ixFiCXa4Ron+KSjeN7QmjdXvlu1Xa4QZPrUM9MBL1KwWWsnmyV3w5FMnEgLD73fm1d3Hp6Ic/Mr+90rpeSCzbV95SqCa9n5fSCxNYyMibQIDAQAB;",selector1,True,False
bndespar.gov.br,False,,False,False,,False,False,,,False,False
bnds.gov.br,False,,False,False,,False,False,,,False,False
boavistaenergia.gov.br,False,,False,False,,False,False,,,False,False
bolaofederal.gov.br,False,,False,False,,False,False,,,False,False
bolsadacaixa.gov.br,False,,False,False,,False,False,,,False,False
br.gov.br,False,,False,False,,False,False,,,False,False
brasil-rounds.gov.br,False,,False,False,,False,False,,,False,False
brasil.gov.br,True,v=spf1 ip4:170.246.252.0/22 -all,True,True,,False,False,,,False,True
brasil2016.gov.br,False,,False,False,,False,False,,,False,False
brasilcentral.gov.br,True,,False,False,v=DMARC1; p=none; rua=mailto:suporte@gdfnet.df.gov.br,True,False,,,False,False
brasilcultura.gov.br,False,,False,False,,False,False,,,False,False
brasildigital.gov.br,False,,False,False,,False,False,,,False,False
brasileficiente.gov.br,True,,False,False,,False,False,,,False,False
brasilexport.gov.br,False,,False,False,,False,False,,,False,False
brasilglobalnet.gov.br,True,,False,False,,False,False,,,False,False
brasilre.gov.br,True,v=spf1 mx ip4:187.115.150.41 ip4:189.125.142.81 ip4:187.115.150.56 ip4:189.125.142.71 ip4:189.125.177.197 ip4:189.125.142.69 include:spf.protection.outlook.com -all,True,True,,False,False,,,False,False
brasilsaudavelesustentavel.gov.br,True,,False,False,,False,False,,,False,False
brasilsemiseria.gov.br,False,,False,False,,False,False,,,False,False
brasilsemmiseria.gov.br,False,,False,False,,False,False,,,False,False
brasiltradenet.gov.br,False,,False,False,,False,False,,,False,False
brasiltransparente.gov.br,False,,False,False,,False,False,,,False,False
brazil-rounds.gov.br,False,,False,False,,False,False,,,False,False
brazil.gov.br,False,,False,False,,False,False,,,False,False
brazilexport.gov.br,False,,False,False,,False,False,,,False,False
brazilglobalnet.gov.br,False,,False,False,,False,False,,,False,False
brazilgovnews.gov.br,False,,False,False,,False,False,,,False,False
brazilrounds.gov.br,False,,False,False,,False,False,,,False,False
braziltradenet.gov.br,False,,False,False,,False,False,,,False,False
btig.gov.br,False,,False,False,,False,False,,,False,False
btn.gov.br,False,,False,False,,False,False,,,False,False
businessbrasil.gov.br,False,,False,False,,False,False,,,False,False
businessbrazil.gov.br,False,,False,False,,False,False,,,False,False
butantan.gov.br,True,v=spf1 include:_spf-dc19.sapsf.com include:_spf.google.com include:spf.protection.outlook.com include:spf-us.wfs.cloud include:spf3.xmailer.com.br include:spf.mlicloud.com ~all,True,True,v=DMARC1; p=none; rua=mailto:dmarc@butantan.gov.br; ruf=mailto:dmarc@butantan.gov.br,True,False,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCgj5h3FDI4vy6hUv7CY78lvHfKydQ6bscQqEYwVZbumlsGgThS2HUD3dvNyCldqD5wMEFlz7zqX3ESMnd1Q7kIVgNNM8vPhOa3a9BlO6y1DZ8ic6rSpjCZrGE6EDFQK2rdD9rwRFxFRYovfZeqnyx97yO1QEHZ5OHrQY9webuuTQIDAQAB,default,True,False
bvenergia.gov.br,False,,False,False,,False,False,,,False,False
c-brasil.gov.br,True,,False,False,,False,False,,,False,False
c-brazil.gov.br,False,,False,False,,False,False,,,False,False
cadastrominhacasaminhavida.gov.br,False,,False,False,,False,False,,,False,False
cadastrorural.gov.br,False,,False,False,,False,False,,,False,False
cade.gov.br,True,v=spf1 mx include:spf.protection.outlook.com ip4:200.198.193.184 ip4:200.198.193.183 -all,True,True,v=DMARC1; p=reject; pct=100; ruf=mailto:security@cade.gov.br; rua=mailto:dmarc@cade.gov.br;,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvnEwd6z2qFRNJD8oSKWaHRsokH9Y3X87XS13zInQl3Tujr/IskBrzECrm+O/iozKQfO9Dq0N/+c666p2pZqv1bb+u9uflT1ahq5NC1cO7qpqlR5zUcV1ihg+O6J2dwg73iB2uyNNzj8gbIPsyDXvPx9MdQzFZBYtVctVfr1nm/8fGhQ4sXLGLO/TeV6puUmXE"" ""ucPt3o994WBBJt7sMQOFdCd2CETUDMDjNEf/knWQNpPh5eTTAlx9UuNIGJwUpuYsX2Qiy84C5/9GUME5oQRmG4oXhwBfnI4Duw2y+lWxR+3RaC1pM1JEbDfNEmCqJd/Vf5xpuS+XwYj9NA/ylHsPQIDAQAB;",selector1,True,True
cadicon.gov.br,False,,False,False,,False,False,,,False,False
caged.gov.br,False,,False,False,,False,False,,,False,False
caisan.gov.br,True,,False,False,,False,False,,,False,False
caixa.gov.br,True,v=spf1 a mx ip4:200.201.160.0/20 include:spf.protection.outlook.com -all,True,True,v=DMARC1; p=quarantine; pct=100; sp=quarantine; rua=mailto:abuse@caixa.gov.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApW7oeUrGRV5IIHHOrsCxDEA66SYMLpfcZmHBCO+MMXL8VbhI/NocPCht+SMJHJcGuU0mXpKW+83VhvUXyfm3h48pxo6w3WqmoN0VIAYEoJRelz3D5cGVCh7aKyDhD68Z1D3H4FLn7oFU7PQM6DPN/8Z4fWOGr4D8lAKFmlVUlrCC3myCWLZQcx5F0Z662j5mP"" ""tILpsYTxtX4dv8XCcoN/Ly1jlb0BvT/XJoSF1A1d878U16uQ5yPdfNUytehLztevS9a+MjkKDLPy1rtNMLFWneyk1Y5kGsoq+IXG4R4efhyjWXKZJ12JxO9S5u59Nr9AGWoColP/qepVT+8tu1n7QIDAQAB;",selector1,True,True
caixaaqui.gov.br,False,,False,False,,False,False,,,False,False
caixacultural.gov.br,False,,False,False,,False,False,,,False,False
caixadasorte.gov.br,False,,False,False,,False,False,,,False,False
caixadotesouro.gov.br,False,,False,False,,False,False,,,False,False
caixaeconomica.gov.br,False,,False,False,,False,False,,,False,False
caixaeconomicafederal.gov.br,False,,False,False,,False,False,,,False,False
caixaforte.gov.br,False,,False,False,,False,False,,,False,False
caixainvest.gov.br,False,,False,False,,False,False,,,False,False
caixainveste.gov.br,False,,False,False,,False,False,,,False,False
caixamaisqueumbanco.gov.br,False,,False,False,,False,False,,,False,False
caixamasterpass.gov.br,False,,False,False,,False,False,,,False,False
caixaoperadoradeseguros.gov.br,False,,False,False,,False,False,,,False,False
caixapostal.gov.br,False,,False,False,,False,False,,,False,False
caixaqui.gov.br,False,,False,False,,False,False,,,False,False
caixaresolve.gov.br,False,,False,False,,False,False,,,False,False
caixaseguridade.gov.br,False,,False,False,,False,False,,,False,False
caixavirtual.gov.br,False,,False,False,,False,False,,,False,False
camara.gov.br,True,v=spf1 ip4:200.219.132.0/22 -all,True,True,v=DMARC1; p=reject; rua=mailto:postmaster@camara.leg.br; ruf=mailto:postmaster@camara.leg.br; pct=100; fo=1,True,True,,,False,True
camaradosdeputados.gov.br,False,,False,False,,False,False,,,False,False
camex.gov.br,False,,False,False,,False,False,,,False,False
caminhaodasorte.gov.br,False,,False,False,,False,False,,,False,False
caminhaofederal.gov.br,False,,False,False,,False,False,,,False,False
cancer.gov.br,False,,False,False,,False,False,,,False,False
capacidades.gov.br,False,,False,False,,False,False,,,False,False
capes.gov.br,True,v=spf1 include:1095604421.agenciapr.net mx a:smtp.periodicos.capes.gov.br a:smtp2.periodicos.capes.gov.br a:smtp.capes.gov.br a:smtp2.capes.gov.br a:smtp3.capes.gov.br ip4:200.130.18.201/32 include:spf.protection.outlook.com ip4:200.130.18.141 -all,True,True,v=DMARC1; p=quarantine; rua=mailto:csirt.rua@capes.gov.br; ruf=mailto:csirt.ruf@capes.gov.br; sp=none; ri=86400; fo=1,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAxFihI+7vkWU9tVh1sik3tXsSZ+C2xDvNRBUoCm/bU/8X/YECIFyCVgUIib51u9Bah+/9rwilWBskAFicJ1wZsPe5uZ+Q2MRBhjuEIVR4bEchw0x4MCNIFP/S4cQvrQT7wVSPr3YI/5ikIpIGp9vBK/J+nZTk933gs1flx7E0djiGB0BbXp5Ok6FmWMScZerIV"" ""5fbVxTlbqP7/VS0uChkD9Uv1gtQrhCuT+5BtNXC/Sqsf1WJpwUJYDv6SakNq1NU7/HnCg6nTzhwDIF0N7BWaXeVX5TFeqb7rWMse2vPKr95A8n6QQkGvAtpd7atPfYNLvUWsdQbEuoXnDRQyaiUiQIDAQAB;",selector1,True,False
capitalderisco.gov.br,True,v=spf1 ip4:179.107.46.14 ip4:200.212.144.20 -all,True,True,v=DMARC1; p=quarantine; rua=mailto:abuse@capitalderisco.gov.br.; ruf=mailto:abuse@capitalderisco.gov.br.; sp=quarantine,True,True,,,False,False
capoeira.gov.br,False,,False,False,,False,False,,,False,False
car.gov.br,False,,False,False,,False,False,,,False,False
carrocampeao.gov.br,False,,False,False,,False,False,,,False,False
cartaobndes.gov.br,False,,False,False,,False,False,,,False,False
cartelafederal.gov.br,False,,False,False,,False,False,,,False,False
casacivil.gov.br,True,v=spf1 ip4:170.246.252.0/23 ip4:177.15.129.0/24 ip4:161.148.173.216/32 ip4:161.148.21.0/24 -all,True,True,,False,False,,,False,True
casadamoeda.gov.br,True,v=spf1 mx ip4:207.244.255.130 ip4:200.214.222.8 ip4:200.214.222.7 ip4:200.214.222.6 ip4:45.186.214.136 ip4:45.186.214.135 ip4:45.186.214.134 include:spf.protection.outlook.com -all,True,True,"v=DMARC1; p=none; rua=mailto:dmarc@casadamoeda.gov.br,mailto:dmarc_agg@vali.email",True,False,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAx64pyKoVnb4AwjCJ+4Syeq0iUSSgWHLdEVG2E9INNn9JtaWA46RXbiM9FDITAkD/yMxlKyp2siy+aCH0lPoAw88jmJQIAF1et6volntuz35XZRuMwoii7Ikk1SD1rQCtboXfuOlwZXnURrTC+5N3DG2wNgs/dCGPHzAoL25AWM0N1eIlUEqbBujJvmhT9HHFx"" ""ifQUC8VgAaIG+6kzWmC9wGmqNtrU/+iLsRRGRgiTBAY+c1PZFaJ1E+nFbTQjliRYs6c+HhlHfTQk4arhs2o4/EGv+dWU4HtVG8We9n382lmCH/lKUul2I8OFU0yuLOc683JA8XaTEbGXYu/eRl0nQIDAQAB;",selector1,True,False
casaruibarbosa.gov.br,False,,False,False,,False,False,,,False,False
casemg.gov.br,False,,False,False,,False,False,,,False,False
catir.gov.br,False,,False,False,,False,False,,,False,False
cauac.gov.br,True,v=spf1 include:spf.protection.outlook.com include:cauufspf.infranobrasil.com.br ~all,True,True,v=DMARC1; p=quarantine; adkim=s; aspf=s; rua=mailto:dmarc@infranobrasil.com.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAqo/IaLsHnw9WfFxLbpPtgt9vVoi5GeKta9WmaqiqokOljblSwoHphrCAltdkiSim9LqKW4P+fRma8RLcWNR8ZI3epdGUatlrDtB87WD6bJ2rsxYVYQG+ttKOADT6riyqP6yaVVoAe8FFexAbOOFsS++Msch2U5meNLQzOM2GDsVn5YXFblxhhMMKMS3LMg9L4"" ""Ge3rwaNFpg8DsQrvNRr1JCdh9XyqAncFsbqC7ROk8QmEvesbwm6oeDb23CiHVtD9Z7Mt9Cw/Nnz8utuCDYHtszjsSE+upME2g9Fy/N8ijyw3Q579yJynH8GF1cflrbXDCk8+bVf26b7gxC8eFq2GQIDAQAB;",selector1,True,False
caual.gov.br,True,v=spf1 include:spf.protection.outlook.com include:cauufspf.infranobrasil.com.br ~all,True,True,v=DMARC1; p=quarantine; adkim=s; aspf=s; rua=mailto:dmarc@infranobrasil.com.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAxdsRErsv5IV86NuarMNkmNAEoJWiYBPpfD5JIIsaNt1N/clsmePrzzdCjKjZhsbNHP0SXzWl1crr4+8F3WurB3QDd6AjA/cTWy+Orzyv5yD5iTnlvs/wRV3FT8YunF4+37MYe1q5DX0J10nADnZKUZNwvyVtA3SnL+EAnpsz9W3rnhzJ3PEg7z8SdbOJj2bCY"" ""+YrlkQ7IAoDwB6xb4Tfb+9ZZwkEPGgYFWbpRcAJ/DoonbpYY5+jmWlr+y3Peu/09f0wdOeoC9Ru7piDpkt874hcHA89z27zY0bm4SE/yXyq4jCP8BFzFlg4hFhAkWtKv45hBorBR5zwwif4gmqbYQIDAQAB;",selector1,True,False
cauam.gov.br,True,v=spf1 include:spf.protection.outlook.com include:cauufspf.infranobrasil.com.br ~all,True,True,v=DMARC1; p=quarantine; adkim=s; aspf=s; rua=mailto:dmarc@infranobrasil.com.br,True,True,"v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC1ccuA2kxDLEvK7NzfHO/TCWdikoVadi5oywObcuq4slFqi8ArqsmqiEAJbeFu+VuTVne9YD2jSSPOxo5xK4UPrWJMUXzgziZnqvu0yNqhCAXNqKk863d9oFMBdJw3kVm8dG9++G17RXB6RxXknS5IHkF4SpEyEGjoQV3a4bH2pQIDAQAB; n=1024,1474782854,1"" ""490421254",selector1,True,False
cauap.gov.br,True,v=spf1 include:spf.protection.outlook.com include:cauufspf.infranobrasil.com.br ~all,True,True,v=DMARC1; p=quarantine; adkim=s; aspf=s; rua=mailto:dmarc@infranobrasil.com.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyxqpLZFwF17INFUl2WiVUotZC1xWuHZxKB/Xi9rteqJVB6jr4zrbvQYYc03cWM3I5fbuB1XCNA5AGcuGxlQ/yt5uqMJVLeu9iHNKhgNFsP71T5kcRHNb593MT80I3fEY4aWvvx9S1yrOMbhVj5I/dRKmnfcN9wbZ1atcQQQg5FWBL+hBY6JGmjM7hsg3PJPyB"" ""iBAC9glSO37b4JW6GlfiPltlHyAzx0/Ttht2hWvGkx7AVA5gqnklbzlqPkJQpRyXvwsnnA5ei9aRO3u/1CQv/EkouypVNN8Qh5eqW0qlfMI82NtEGb4bzfhcUzj8YZFIHZssQNCnszRa8key5utAQIDAQAB;",selector1,True,False
cauba.gov.br,True,v=spf1 include:spf.protection.outlook.com include:cauufspf.infranobrasil.com.br ~all,True,True,v=DMARC1; p=quarantine; adkim=s; aspf=s; rua=mailto:dmarc@infranobrasil.com.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAwvfIp47JGUDVL3xpI7c1bZVHpHbE0V5zhBPVqaSVFkIbE5ccoAFqnvpr7E5frvNICMxgWQQuU6PMTovaw+fUUdITTQCvUeYm8Lz4aOTCEoUJqzt0blqOK5eiWLKixrRGH3ZqOR040vnmxNhL+d8Tr8kgn0fAt9vCz+dD8MWPfhsAMVDSeMPeVWiFAPzTzDGcc"" ""RbsIbST5rcfS5YQSPqZgHMtNEWQQtOboTumz9crca94MvSaX1y4wGymB+qyYotutqw+5FAoNH+2dyu8skNms4zbyD69vJqWOxGpnybv+hScSCmycZLm74a9UxheB+5USTeL7enESN+vhbL5GYp7dQIDAQAB;",selector1,True,False
caubr.gov.br,True,v=spf1 include:spf.protection.outlook.com include:spf.infraxgroup.com.br include:caubrspf.infranobrasil.com.br ~all,True,True,v=DMARC1; p=quarantine; rua=mailto:abuse@caubr.gov.br; fo=1,True,True,"v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCdZLl75M36NbTaCTZcXLjFkO2mMDJqTwPnRhnsWGxhMEdx8mvnOgDWdgq9B5ntCUD98Kb/cb+OKAhRwnGWWrv+dBsD9w7R0UO1tHj3gCOIZUujNFhriSnR0xHulI00WnigBVsbwwt+NPXjLhjzAoWolUtw78B81ZbtkxzzqcMMtQIDAQAB; n=1024,1473552344,1"" ""489190744",selector1,True,False
cauce.gov.br,True,v=spf1 include:spf.protection.outlook.com include:spf.infraxgroup.com.br ~all,True,True,v=DMARC1; p=quarantine; rua=mailto:abuse@cauce.gov.br; fo=1,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvcHrFgn++VYHow8ctWXdildGeU7TdJjRIEbv1S4kAClRW+AdJKtAXt/+TxkjdkAZxQEiAXpOrjX4yTH/1cEERRRmbofCdi8Bf3Bjd2r1hSSmo/qeAv848o+MDw/KbWmfVADXDMSatZ6rnlrsnxsdoIFjZfzXdW0KC8BiBR4DeOUz+FX8UOy0OSzDwG4o36+Kt"" ""HUg0ZPOqtnVzE4OM8Zx/b6ufO+xdtSRQt9UVsglLetKC/pAq8I7c1b4kHvAZpTUA9Sj4sQzCyyyz2UHyAZf/sILbzcJum3nPfdcmo7ixbre9Xrvo3oM0Aa0dzERg9L/7bpTSmg7oZrlfo8KeutuEQIDAQAB;",selector1,True,False
caudf.gov.br,True,v=spf1 include:spf.protection.outlook.com include:cauufspf.infranobrasil.com.br ~all,True,True,v=DMARC1; p=quarantine; adkim=s; aspf=s; rua=mailto:dmarc@infranobrasil.com.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvN9B0GmWEiTZdDMXfeLi4+8z66Jq+CdnnMnVTfYguHa+qAiTnUQcLaSBGsdUvgfqauVAvgXObSHGB5mQB8fkZB3mMqv/PEWsFT3/s5V6MExFyiiXc+P//k9w77Y66Y+XjUM5WH5LzNYDIyAdaL51uLwzNpDL9eNKH7T5yE895aPc9Enfkpd+Pzpeov0ofksvI"" ""WKt/n0U6m+pSDMZfBJf8/T8iKvnE+9txsowIw7dlrrAQ7m19gpIn0VoIUTft5Xqy8JdyXjCiGc8+jdDIlnFADAOx33FxneLINzhZXEeFVCHrSccneyQQ5OvH2Yd5Cblm5HWrt2YBmEAMslY6HyQLQIDAQAB;",selector1,True,False
caues.gov.br,True,v=spf1 include:spf.protection.outlook.com include:cauufspf.infranobrasil.com.br ~all,True,True,v=DMARC1; p=quarantine; adkim=s; aspf=s; rua=mailto:dmarc@infranobrasil.com.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA3NWc0c736otpdqFWItPBuG6aO5vILMZHpc5VleFczoHnOPCACEjtjKA98dab9PlH/XvnisXoSVKKN5NjguKe/Q+KqkpuZzEFigC8AgdHG68BjNnuU5b4FMGSTrpmEO3RFRyPnOyuq3yUHAIakL7YYYltlWxPb9aJ7QZ6+zlQYMQQtVECFJOoPDU2VDcrHCr8A"" ""+ct3b8hOPP3K9nko/+Df3pKOyYMxOZxhjQ2lS/dgqFVI/cr0C4u3sAMp1pvD5VRM1yUUL755MLQaCw/pbslIWLDycftkAtnkTZh+GXSfy4LZDl8MwVD8jhYtZFLPDmbB8uxi8uJsn+tMj6eMkyeeQIDAQAB;",selector1,True,False
caugo.gov.br,True,v=spf1 include:spf.protection.outlook.com include:cauufspf.infranobrasil.com.br ~all,True,True,v=DMARC1; p=quarantine; adkim=s; aspf=s; rua=mailto:dmarc@infranobrasil.com.br,True,True,"v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA4/okZP+Fqqhaa/CWGhHZzFGS8N7zH7B6UFoO4LywRV8qDRvcoE7fCWTVS3hmmc/QcrMYctdqcHfnsQJffINHPimlzI0vGj2yJgbohbvtgRdXa4YVIf0MH3sG+F7aX4XXDd0cloNT2tVan1y+4fkc9Bc92bvQk1RHvgynKhJ3hIohDsWo9MDQARm2Ft/Ku7bbe"" ""eNL7XjY69qRAVekmQkpan1ABoHGpkuTDlQLJBySx5aZwxIHcSgiMH2ctmt88bKGQYmemKfc43T6m3njGqabiA4UOVvq7bAfuKN18/5ElcYBBvB/QL2Hfonn+v2lcimgjIPC4w1J8yMpV3UkTebn1QIDAQAB;",selector1,True,False
