post_title,country,website,group_name,activity,activity_classified,used_fallback,published,discovered,screenshot,post_url
cantinatollo.it,IT,cantinatollo.it,lockbit,Not Found,Not Found,,2023-02-07 13:34:36.548468,2023-02-07 13:34:36.548468,,
Penn Power Group,,pennpowergroup.com,blackbyte,Not Found,Not Found,,2023-02-07 23:12:48.815172,2023-02-07 23:12:48.815172,,
transports-feuillet.fr,FR,transports-feuillet.fr,lockbit,Not Found,Not Found,,2023-02-08 09:19:30.108808,2023-02-08 09:19:30.108808,,
Trendsetter Engineering,,trendsetterengineering.com,royal,Not Found,Not Found,,2023-02-08 19:21:55.797634,2023-02-08 19:21:55.797634,,
Cave Beblenheim,,cave beblenheim,play,Not Found,Not Found,,2023-02-08 23:19:51.938380,2023-02-08 23:19:51.938380,,
A10,,a10,play,Not Found,Not Found,,2023-02-09 02:42:50.323869,2023-02-09 02:42:50.323869,,
Mount Saint Mary College,DM,msmc.edu,vicesociety,Not Found,Not Found,,2023-02-09 02:44:34.156553,2023-02-09 02:44:34.156553,,
phihong.com.tw,TW,phihong.com.tw,lockbit,Not Found,Not Found,,2023-02-09 05:20:22.159516,2023-02-09 05:20:22.159516,,
Diethelm Keller Aviation Pte Ltd,SG,diethelm keller aviation pte ltd,medusa,Not Found,Not Found,,2023-02-09 15:05:52.004080,2023-02-09 15:05:52.004080,https://images.ransomware.live/screenshots/posts/eeab9922f4bef3fd4d9e6487883b9b17.png,http://medusaxko7jxtrojdkxo66j7ck4q5tgktf7uqsqyfry4ebnxlcbkccyd.onion/detail?id=e1fe418bb39cd2403604477be380737c
M???????? S??,,m???????? s??,play,Not Found,Not Found,,2023-02-09 19:30:34.872421,2023-02-09 19:30:34.872421,,
Jeffries Morris,,thejeffriescompanies.com/jeffries-morris,ransomhouse,Not Found,Not Found,,2023-02-09 23:19:53.162185,2023-02-09 23:19:53.162185,,
Tucson Unified School District,US,tusd1.org,royal,Not Found,Not Found,,2023-02-10 13:36:35.232743,2023-02-10 13:36:35.232743,,
Tonga Communications,TO,tonga communications,medusa,Not Found,Not Found,,2023-02-11 15:05:51.968552,2023-02-11 15:05:51.968552,https://images.ransomware.live/screenshots/posts/da30c01c29fd1991e6189b025143c449.png,http://medusaxko7jxtrojdkxo66j7ck4q5tgktf7uqsqyfry4ebnxlcbkccyd.onion/detail?id=b03a69429bb2ee86b6d13a8beba79866
Hamilton Parker,,hamilton parker,avoslocker,Not Found,Not Found,,2023-02-11 15:53:54.854708,2023-02-11 15:53:54.854708,,
Ultralife Corporation,US,ultralife corporation,avoslocker,Not Found,Not Found,,2023-02-11 15:54:58.863675,2023-02-11 15:54:58.863675,,
Schandy,,schandy,avoslocker,Not Found,Not Found,,2023-02-11 15:54:58.961126,2023-02-11 15:54:58.961126,,
Wesco Turf,US,wesco turf,avoslocker,Not Found,Not Found,,2023-02-11 15:54:59.066062,2023-02-11 15:54:59.066062,,
Buckeye Packaging,,buckeye packaging,avoslocker,Not Found,Not Found,,2023-02-11 15:54:59.122067,2023-02-11 15:54:59.122067,,
Global Mining Products,ID,global mining products,avoslocker,Not Found,Not Found,,2023-02-11 15:54:59.174946,2023-02-11 15:54:59.174946,,
Memtech Acoustical,,memtech acoustical,avoslocker,Not Found,Not Found,,2023-02-11 15:54:59.227307,2023-02-11 15:54:59.227307,,
Cambian Group,,cambian group,avoslocker,Not Found,Not Found,,2023-02-11 15:54:59.279192,2023-02-11 15:54:59.279192,,
HAK Grazbachgasse,,hak grazbachgasse,bianlian,Not Found,Not Found,,2023-02-11 18:19:53.846671,2023-02-11 18:19:53.846671,,
Thompson Safety,,thompson safety,bianlian,Not Found,Not Found,,2023-02-11 18:20:24.942622,2023-02-11 18:20:24.942622,,
ANXA,,anxa,bianlian,Not Found,Not Found,,2023-02-11 18:20:24.993290,2023-02-11 18:20:24.993290,,
Advance2000,,advance2000,bianlian,Not Found,Not Found,,2023-02-11 18:20:25.044925,2023-02-11 18:20:25.044925,,
"B&G Foods (CA, US)",US,bgfoods.com,daixin,Not Found,Not Found,,2023-02-11 23:14:04.757940,2023-02-11 23:14:04.757940,,
Aviacode (GeBBS),,aviacode (gebbs),0mega,Not Found,Not Found,,2023-02-12 02:46:50.545309,2023-02-12 02:46:50.545309,,
interpaving.com,,interpaving.com,lockbit,Not Found,Not Found,,2023-02-12 09:16:11.811084,2023-02-12 09:16:11.811084,,
maysecc.com,US,maysecc.com,lockbit,Not Found,Not Found,,2023-02-12 11:56:58.138809,2023-02-12 11:56:58.138809,,
Danielski Farms Inc.,,danielski farms inc.,bianlian,Not Found,Not Found,,2023-02-12 13:17:08.164353,2023-02-12 13:17:08.164353,,
The Gucciardo Law Firm,,the gucciardo law firm,bianlian,Not Found,Not Found,,2023-02-12 13:17:39.157502,2023-02-12 13:17:39.157502,,
I*****,,i*****,bianlian,Not Found,Not Found,,2023-02-12 13:18:10.074562,2023-02-12 13:18:10.074562,,
covermeinsurance.com,,covermeinsurance.com,lockbit,Not Found,Not Found,,2023-02-12 16:29:58.896844,2023-02-12 16:29:58.896844,,
mrkpc.com,,mrkpc.com,lockbit,Not Found,Not Found,,2023-02-12 16:39:42.954164,2023-02-12 16:39:42.954164,,
Inland Group,CA,inlandgroup.aero,blackbyte,Not Found,Not Found,,2023-02-12 19:20:30.304994,2023-02-12 19:20:30.304994,,
albouyassociesconsult,,albouyassociesconsult,vendetta,Not Found,Not Found,,2023-02-12 21:27:37.624934,2023-02-12 21:27:37.624934,,
mhstech.com,,mhstech.com,lockbit,Not Found,Not Found,,2023-02-12 22:49:02.181943,2023-02-12 22:49:02.181943,,
ppinvestors.com,,ppinvestors.com,lockbit,Not Found,Not Found,,2023-02-12 23:00:38.681759,2023-02-12 23:00:38.681759,,
wilsonart.co.th,TH,wilsonart.co.th,lockbit,Not Found,Not Found,,2023-02-12 23:06:03.975235,2023-02-12 23:06:03.975235,,
lhermite-agri.com,FR,lhermite-agri.com,lockbit,Not Found,Not Found,,2023-02-12 23:15:44.763643,2023-02-12 23:15:44.763643,,
greekpeak.net,,greekpeak.net,lockbit,Not Found,Not Found,,2023-02-13 07:26:40.439312,2023-02-13 07:26:40.439312,,
laganscg.com,,laganscg.com,lockbit,Not Found,Not Found,,2023-02-13 09:33:16.208392,2023-02-13 09:33:16.208392,,
mdstrucking.com,,mdstrucking.com,lockbit,Not Found,Not Found,,2023-02-13 09:48:07.223086,2023-02-13 09:48:07.223086,,
chempartner.com,,chempartner.com,lockbit,Not Found,Not Found,,2023-02-13 11:19:25.094757,2023-02-13 11:19:25.094757,,
hidalgocounty.us,US,hidalgocounty.us,lockbit,Not Found,Not Found,,2023-02-13 11:31:18.197571,2023-02-13 11:31:18.197571,,
nonson.com.vn,VN,nonson.com.vn,lockbit,Not Found,Not Found,,2023-02-13 13:37:06.478715,2023-02-13 13:37:06.478715,,
Reventics,,reventics.com,royal,Not Found,Not Found,,2023-02-13 15:17:00.377394,2023-02-13 15:17:00.377394,,
cassaragionieri.it,IT,cassaragionieri.it,lockbit,Not Found,Not Found,,2023-02-13 17:33:25.752266,2023-02-13 17:33:25.752266,,
Eureka Casino Resort,,eureka casino resort,medusa,Not Found,Not Found,,2023-02-13 19:31:05.231174,2023-02-13 19:31:05.231174,,
Hospital Service SpA,IT,hshospitalservice.com,ransomhouse,Not Found,Not Found,,2023-02-14 03:10:31.635257,2023-02-14 03:10:31.635257,,
srf.com,,srf.com,lockbit,Not Found,Not Found,,2023-02-14 09:20:26.524234,2023-02-14 09:20:26.524234,,
albanesi.com.ar,AR,albanesi.com.ar,lockbit,Not Found,Not Found,,2023-02-14 11:23:08.764741,2023-02-14 11:23:08.764741,,
Delallo,US,delallo.com,royal,Not Found,Not Found,,2023-02-14 01:02:03.456789,2023-02-14 19:32:26.932680,,
Alexandercity,,alexandercityal.gov,royal,Not Found,Not Found,,2023-02-12 01:02:03.456789,2023-02-14 19:33:30.414047,,
Energie Pool Schweiz,CH,energie-pool.ch,play,Not Found,Not Found,,2023-02-14 23:20:38.711786,2023-02-14 23:20:38.711786,,
Microgame SpA,IT,microgame.it,play,Not Found,Not Found,,2023-02-14 23:21:49.375481,2023-02-14 23:21:49.375481,,
gruppobeltrame.com,,gruppobeltrame.com,lockbit,Not Found,Not Found,,2023-02-15 02:53:27.289470,2023-02-15 02:53:27.289470,,
PetroChina Indonesia,ID,petrochina indonesia,medusa,Not Found,Not Found,,2023-02-15 18:06:08.123450,2023-02-15 05:26:55.494214,https://images.ransomware.live/screenshots/posts/94410cc620d9b5593131604c7f632542.png,http://medusaxko7jxtrojdkxo66j7ck4q5tgktf7uqsqyfry4ebnxlcbkccyd.onion/detail?id=247b85feeedd6262fc234fb8de6ac8c7
nationallocums.co.uk,GB,nationallocums.co.uk,lockbit,Not Found,Not Found,,2023-02-15 11:25:53.381225,2023-02-15 11:25:53.381225,,
montibello.com,,montibello.com,lockbit,Not Found,Not Found,,2023-02-15 11:37:51.812320,2023-02-15 11:37:51.812320,,
richardsind.com,,richardsind.com,lockbit,Not Found,Not Found,,2023-02-15 11:39:26.627538,2023-02-15 11:39:26.627538,,
vipar.com,US,vipar.com,lockbit,Not Found,Not Found,,2023-02-15 13:46:01.885169,2023-02-15 13:46:01.885169,,
semsinc.net,,semsinc.net,lockbit,Not Found,Not Found,,2023-02-15 13:58:09.698499,2023-02-15 13:58:09.698499,,
Foamtec International,,foamtec international,medusa,Not Found,Not Found,,2023-02-16 17:11:19.123450,2023-02-15 21:23:33.917490,https://images.ransomware.live/screenshots/posts/7148f6f922d4b65ba1745692711a6f81.png,http://medusaxko7jxtrojdkxo66j7ck4q5tgktf7uqsqyfry4ebnxlcbkccyd.onion/detail?id=815c15cc886bc9907c11284c650c48e4
trudi.it,IT,trudi.it,lockbit,Not Found,Not Found,,2023-02-15 23:23:48.802272,2023-02-15 23:23:48.802272,,
blackandwhitecabs.com.au,AU,blackandwhitecabs.com.au,lockbit,Not Found,Not Found,,2023-02-15 23:37:49.702410,2023-02-15 23:37:49.702410,,
Gallier Orléans,,gallier orléans,mallox,Not Found,Not Found,,2023-02-16 02:53:17.108525,2023-02-16 02:53:17.108525,,
Hydrofit Alliance Ltd,,hydrofit alliance ltd,mallox,Not Found,Not Found,,2023-02-16 02:53:45.993551,2023-02-16 02:53:45.993551,,
"Mecaro Co., Ltd",,"mecaro co., ltd",mallox,Not Found,Not Found,,2023-02-16 02:53:46.156215,2023-02-16 02:53:46.156215,,
Evans Consoles,,evansonline.com,royal,Not Found,Not Found,,2023-02-16 01:02:03.456789,2023-02-16 13:56:47.379330,,
vitrox.com,MY,vitrox.com,lockbit,Not Found,Not Found,,2023-02-16 21:48:36.236480,2023-02-16 21:48:36.236480,,
vissan.com.vn,VN,vissan.com.vn,lockbit,Not Found,Not Found,,2023-02-17 02:51:54.833097,2023-02-17 02:51:54.833097,,
AP Emissions Technologies,US,ap emissions technologies,medusa,Not Found,Not Found,,2023-02-17 17:13:31.123450,2023-02-17 07:23:40.892593,https://images.ransomware.live/screenshots/posts/12c3f172f17cddc01f7b3913e73721a2.png,http://medusaxko7jxtrojdkxo66j7ck4q5tgktf7uqsqyfry4ebnxlcbkccyd.onion/detail?id=520ec887db46cd2f74244033daf6afb1
Suburban Laboratories,,suburban laboratories,bianlian,Not Found,Not Found,,2023-02-17 15:26:18.789618,2023-02-17 15:26:18.789618,,
Fibertec,,fibertec,bianlian,Not Found,Not Found,,2023-02-17 15:26:58.922897,2023-02-17 15:26:58.922897,,
NESG,,nesg,bianlian,Not Found,Not Found,,2023-02-17 15:26:59.378325,2023-02-17 15:26:59.378325,,
fikes.com,,fikes.com,lockbit,Not Found,Not Found,,2023-02-17 15:27:05.334989,2023-02-17 15:27:05.334989,,
cordfinancial.com,,cordfinancial.com,lockbit,Not Found,Not Found,,2023-02-17 15:38:35.473751,2023-02-17 15:38:35.473751,,
innophaseinc.com,,innophaseinc.com,lockbit,Not Found,Not Found,,2023-02-18 02:46:51.307654,2023-02-18 02:46:51.307654,,
hotdesk.me,,hotdesk.me,lockbit,Not Found,Not Found,,2023-02-18 02:59:04.314020,2023-02-18 02:59:04.314020,,
piercetransit.org,,piercetransit.org,lockbit,Not Found,Not Found,,2023-02-18 05:37:59.858642,2023-02-18 05:37:59.858642,,
inowai.com,LU,inowai.com,lockbit,Not Found,Not Found,,2023-02-18 11:21:57.177369,2023-02-18 11:21:57.177369,,
aguasdoporto.pt,PT,aguasdoporto.pt,lockbit,Not Found,Not Found,,2023-02-18 11:34:20.517006,2023-02-18 11:34:20.517006,,
isosteo.fr,FR,isosteo.fr,lockbit,Not Found,Not Found,,2023-02-18 11:36:13.631084,2023-02-18 11:36:13.631084,,
primorossi.com.br,BR,primorossi.com.br,lockbit,Not Found,Not Found,,2023-02-18 11:36:15.071574,2023-02-18 11:36:15.071574,,
championfp.com,,championfp.com,lockbit,Not Found,Not Found,,2023-02-18 17:20:46.774212,2023-02-18 17:20:46.774212,,
BakerMechanicalInc.com,,bakermechanicalinc.com,lockbit,Not Found,Not Found,,2023-02-19 15:16:51.181050,2023-02-19 15:16:51.181050,,
anthonymartin.be,BE,anthonymartin.be,lockbit,Not Found,Not Found,,2023-02-19 17:30:48.067139,2023-02-19 17:30:48.067139,,
laremo.de,DE,laremo.de,lockbit,Not Found,Not Found,,2023-02-19 17:48:59.461699,2023-02-19 17:48:59.461699,,
jetboxcargo.com,CR,jetboxcargo.com,lockbit,Not Found,Not Found,,2023-02-19 17:51:15.440126,2023-02-19 17:51:15.440126,,
International Center of Photography,,international center of photography,medusa,Not Found,Not Found,,2023-02-19 08:28:10.123450,2023-02-19 21:17:23.901492,https://images.ransomware.live/screenshots/posts/f512b39d062cf34b797fae6100f8ceb8.png,http://medusaxko7jxtrojdkxo66j7ck4q5tgktf7uqsqyfry4ebnxlcbkccyd.onion/detail?id=2d3c2a818a78bcd06107be781eb09e2b
carlocksystems.com,,carlocksystems.com,lockbit,Not Found,Not Found,,2023-02-20 09:20:52.289489,2023-02-20 09:20:52.289489,,
Ancora - Sistemas de Fixacao,BR,ancora.com.br,royal,Not Found,Not Found,,2023-02-20 01:02:03.456789,2023-02-20 13:37:29.039225,,
DALLAS SCHOOL DISTRICT,US,dallas.k12.or.us,royal,Not Found,Not Found,,2023-02-20 01:02:03.456789,2023-02-20 13:38:50.860953,,
GIGATRON.RS,RS,gigatron.rs,qilin,Not Found,Not Found,,2023-02-20 15:16:12.205683,2023-02-20 15:16:12.205683,https://images.ransomware.live/screenshots/posts/6979ca89e019c71c8265627ef6b00e2c.png,http://kbsqoivihgdmwczmxkbovk7ss2dcynitwhhfu5yw725dboqo5kthfaad.onion/site/view?id=83
UNIS,,unisco.com,royal,Not Found,Not Found,,2023-02-20 01:02:03.456789,2023-02-20 15:16:36.970101,,
Hopsteiner,,hopsteiner,lorenz,Not Found,Not Found,,2023-02-20 17:30:10.993475,2023-02-20 17:30:10.993475,,
I???o e???t???,DE,i?????e???t???.de,play,Not Found,Not Found,,2023-02-21 02:42:28.633954,2023-02-21 02:42:28.633954,,
Highwealth,,highwealth,vendetta,Not Found,Not Found,,2023-02-21 13:36:43.480356,2023-02-21 13:36:43.480356,,
lasegunda.com.ar,AR,lasegunda.com.ar,lockbit,Not Found,Not Found,,2023-02-21 19:24:40.720633,2023-02-21 19:24:40.720633,,
lyonhealy.com,,lyonhealy.com,lockbit,Not Found,Not Found,,2023-02-21 21:23:10.525127,2023-02-21 21:23:10.525127,,
treves-group.com,,treves-group.com,lockbit,Not Found,Not Found,,2023-02-21 21:37:02.500297,2023-02-21 21:37:02.500297,,
vuu.edu,,vuu.edu,lockbit,Not Found,Not Found,,2023-02-21 23:15:00.437654,2023-02-21 23:15:00.437654,,
beacontech.net,,beacontech.net,lockbit,Not Found,Not Found,,2023-02-21 23:28:23.017279,2023-02-21 23:28:23.017279,,
kboattorneys.com,,kboattorneys.com,lockbit,Not Found,Not Found,,2023-02-21 23:31:10.232306,2023-02-21 23:31:10.232306,,
fosterfarms.com,,fosterfarms.com,lockbit,Not Found,Not Found,,2023-02-22 13:36:23.196183,2023-02-22 13:36:23.196183,,
skylinetrisource.com,,skylinetrisource.com,lockbit,Not Found,Not Found,,2023-02-22 13:48:44.089117,2023-02-22 13:48:44.089117,,
siqueiracastro.com.br,BR,siqueiracastro.com.br,lockbit,Not Found,Not Found,,2023-02-22 15:17:56.624176,2023-02-22 15:17:56.624176,,
nougat-carlier.be,BE,nougat-carlier.be,lockbit,Not Found,Not Found,,2023-02-22 15:29:44.262403,2023-02-22 15:29:44.262403,,
AASP claim there was no data leakage!,,aasp claim there was no data leakage!,ragnarlocker,Not Found,Not Found,,2023-02-22 19:25:40.673864,2023-02-22 19:25:40.673864,https://images.ransomware.live/screenshots/posts/5b22ca1ee5b32e4d497bbed86115504f.png,http://rgleaktxuey67yrgspmhvtnrqtgogur35lwdrup4d3igtbm3pupc4lyd.onion/?GCq6Tfmw7AaACcP
BULOG,,bulog,ransomexx,Not Found,Not Found,,2023-02-22 19:26:12.582709,2023-02-22 19:26:12.582709,https://images.ransomware.live/screenshots/posts/e11e992d015dc7cd5971d3794d142b39.png,http://rnsm777cdsjrsdlbs4v5qoeppu3px6sb2igmh53jzrx7ipcrbjz5b2ad.onion/3e06003be54a461f3d4d1760a8c1e418e3d2f27a/
"Moose, Martin, Haynes & Lundy",,"moose, martin, haynes & lundy",medusa,Not Found,Not Found,,2023-02-22 19:22:17.123450,2023-02-22 21:17:35.093712,https://images.ransomware.live/screenshots/posts/a2de892a4ef98802341db25af5dbc617.png,http://medusaxko7jxtrojdkxo66j7ck4q5tgktf7uqsqyfry4ebnxlcbkccyd.onion/detail?id=95d6d48f134174a69e392807f8fa2a98
RAYAB Consulting Engineers,IR,rayab consulting engineers,medusa,Not Found,Not Found,,2023-02-22 18:19:44.123450,2023-02-22 21:18:28.773117,https://images.ransomware.live/screenshots/posts/4c5ccc451b9e8f063384eff61ae4dfc3.png,http://medusaxko7jxtrojdkxo66j7ck4q5tgktf7uqsqyfry4ebnxlcbkccyd.onion/detail?id=10a3b9314d63f1c8bf7d9847bcde5c37
Bond It,,bond-it.co.uk,ransomhouse,Not Found,Not Found,,2023-02-22 23:18:44.491031,2023-02-22 23:18:44.491031,,
Stone and Electrical Contractors,,stoneandsons.com,royal,Not Found,Not Found,,2023-02-22 01:02:03.456789,2023-02-22 23:19:18.494043,,
AESCULAPIUS Farmaceutici,IT,aesculapius.it,ransomhouse,Not Found,Not Found,,2023-02-23 02:46:40.091863,2023-02-23 02:46:40.091863,,
"""FICCI""",IN,"""ficci""",mallox,Not Found,Not Found,,2023-02-23 07:25:29.342124,2023-02-23 07:25:29.342124,,
Schwartz Hautmont Port Shop,ES,shcm.es,royal,Not Found,Not Found,,2023-02-24 01:02:03.456789,2023-02-24 17:27:29.110966,,
InPro electric,DE,inpro-electric.de,play,Not Found,Not Found,,2023-02-24 19:23:03.540340,2023-02-24 19:23:03.540340,,
ispace.com,,ispace.com,lockbit,Not Found,Not Found,,2023-02-24 21:28:43.471545,2023-02-24 21:28:43.471545,,
D***,,d***,bianlian,Not Found,Not Found,,2023-02-26 13:23:48.703812,2023-02-26 13:23:48.703832,,
A**** ********* ********* & *****,,a**** ********* ********* & *****,bianlian,Not Found,Not Found,,2023-02-26 13:24:13.898810,2023-02-26 13:24:13.898845,,
G&G Electronics,,g&g electronics,bianlian,Not Found,Not Found,,2023-02-26 13:24:13.946503,2023-02-26 13:24:13.946524,,
cotteeparker.com.au,AU,cotteeparker.com.au,lockbit,Not Found,Not Found,,2023-02-27 09:12:38.070044,2023-02-27 09:12:38.070066,,
carveraero.com,,carveraero.com,lockbit,Not Found,Not Found,,2023-02-27 11:18:26.603757,2023-02-27 11:18:26.603776,,
pcproductsinter.com,,pcproductsinter.com,lockbit,Not Found,Not Found,,2023-02-27 11:31:10.323349,2023-02-27 11:31:10.323365,,
bocca-sacs.com,,bocca-sacs.com,lockbit,Not Found,Not Found,,2023-02-27 11:32:38.829128,2023-02-27 11:32:38.829143,,
wsisd.com,,wsisd.com,lockbit,Not Found,Not Found,,2023-02-27 11:33:41.412864,2023-02-27 11:33:41.412881,,
moci.gov.kw,,moci.gov.kw,lockbit,Not Found,Not Found,,2023-02-27 11:34:12.229870,2023-02-27 11:34:12.229885,,
Chowtaifook,,chowtaifook,vendetta,Not Found,Not Found,,2023-02-27 11:35:59.876239,2023-02-27 11:35:59.876255,,
hyosung.jp,JP,hyosung.jp,lockbit,Not Found,Not Found,,2023-02-27 13:36:54.028155,2023-02-27 13:36:54.028180,,
rosenbauer.com,,rosenbauer.com,lockbit,Not Found,Not Found,,2023-02-27 13:47:37.427906,2023-02-27 13:47:37.427930,,
Ingenico,,ingenico,snatch,Not Found,Not Found,,2023-02-27 21:08:56.149255,2023-02-27 21:08:56.149273,https://images.ransomware.live/screenshots/posts/4aa2e774f4a803537127749637b0aed0.png,http://hl66646wtlp2naoqnhattngigjp5palgqmbwixepcjyq5i534acgqyad.onion/news.php?id=e2942dda-de18-4279-bb5c-7e5b4dc7cd0b
ilfsindia.com,IN,ilfsindia.com,lockbit,Not Found,Not Found,,2023-02-28 02:35:14.016309,2023-02-28 02:35:14.016330,,
princepalace.co.th,JP,princepalace.co.th,lockbit,Not Found,Not Found,,2023-02-28 13:25:45.091505,2023-02-28 13:25:45.091526,,
nokair.com,TH,nokair.com,lockbit,Not Found,Not Found,,2023-02-28 13:25:45.610672,2023-02-28 13:25:45.610688,,
haeco.com,,haeco.com,lockbit,Not Found,Not Found,,2023-02-28 13:25:46.057568,2023-02-28 13:25:46.057587,,
df.senac.br,BR,df.senac.br,lockbit,Not Found,Not Found,,2023-02-28 13:25:46.509144,2023-02-28 13:25:46.509160,,
georgeleslie.co.uk,GB,georgeleslie.co.uk,lockbit,Not Found,Not Found,,2023-02-28 13:25:47.019082,2023-02-28 13:25:47.019102,,
wmich.edu,,wmich.edu,lockbit,Not Found,Not Found,,2023-02-28 13:25:47.487774,2023-02-28 13:25:47.487792,,
cobcreditunion.com,,cobcreditunion.com,lockbit,Not Found,Not Found,,2023-02-28 13:25:47.716426,2023-02-28 13:25:47.716444,,
globalcommunities.org,,globalcommunities.org,lockbit,Not Found,Not Found,,2023-02-28 13:25:48.173894,2023-02-28 13:25:48.173912,,
indigo.ca,CA,indigo.ca,lockbit,Not Found,Not Found,,2023-02-28 21:17:18.011120,2023-02-28 21:17:18.011140,,
hafele.com,,hafele.com,lockbit,Not Found,Not Found,,2023-02-28 21:27:34.868484,2023-02-28 21:27:34.868501,,
laxmi.com,,laxmi.com,lockbit,Not Found,Not Found,,2023-03-01 07:12:42.290383,2023-03-01 07:12:42.290406,,
hico-ics.com,,hico-ics.com,lockbit,Not Found,Not Found,,2023-03-01 07:13:06.898695,2023-03-01 07:13:06.898716,,
egas.no,NO,egas.no,lockbit,Not Found,Not Found,,2023-03-01 09:12:49.560146,2023-03-01 09:12:49.560173,,
Kenya Airports Authority,KE,kenya airports authority,medusa,Not Found,Not Found,,2023-03-01 08:37:05.123450,2023-03-01 09:14:02.246920,https://images.ransomware.live/screenshots/posts/8e5222b70c8e6412e1de796ae52fb36e.png,http://medusaxko7jxtrojdkxo66j7ck4q5tgktf7uqsqyfry4ebnxlcbkccyd.onion/detail?id=e947858b1d8accce870a74f973d01adf
tjel.net,,tjel.net,lockbit,Not Found,Not Found,,2023-03-01 11:13:41.946121,2023-03-01 11:13:41.946144,,
Vesuvius,,vesuvius.com,vicesociety,Not Found,Not Found,,2023-03-01 11:15:10.404589,2023-03-01 11:15:10.404612,,
Attent Zorg en Behandeling,NL,attentzorgenbehandeling.nl,qilin,Not Found,Not Found,,2023-03-01 13:40:36.333956,2023-03-01 13:40:36.333979,https://images.ransomware.live/screenshots/posts/663171b6c58fbd5f381100d58ba41b80.png,http://kbsqoivihgdmwczmxkbovk7ss2dcynitwhhfu5yw725dboqo5kthfaad.onion/site/view?id=85
E&S Heating & Ventilation Ltd,GB,esgroup.co.uk,ransomhouse,Not Found,Not Found,,2023-03-01 15:23:32.413941,2023-03-01 15:23:32.413973,,
